Scenario Instance Id,State,Status,SubStatus,Company Code,Document Number,Item,Business Area,Document Type,Cycle Time,Vendor,Invoice Value,Active Phases,Completed Phases,Compliance Issues,Critical Vendor,Early Payment,Invoiced Manually,Late Payment
643f3f210aa4815cf9df241f,Open,On Track,On Time,3000,298577,1,7000,KR,4.63 Days,"Multi-State Brokers, Inc.",4936 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2420,Open,On Track,On Time,2000,330724,1,9900,KR,4.62 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2421,Open,On Track,On Time,2000,331288,1,9900,KR,4.63 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2422,Open,On Track,On Time,1000,331392,1,8889,KR,4.62 Days,Acme Industrial Supplies,8716 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2423,Open,On Track,On Time,2000,330996,1,6000,KR,4.63 Days,AluCast,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2424,Open,On Track,On Time,3000,331553,1,7000,KR,4.63 Days,"Multi-State Brokers, Inc.",4355 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2425,Open,On Track,On Time,3000,329590,1,9900,KR,4.62 Days,Tiefland Glass AG,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2426,Open,On Track,On Time,3000,331216,1,7000,KR,4.63 Days,AluCast,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2427,Open,On Track,On Time,R100,329646,1,6000,KR,4.62 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2428,Open,On Track,On Time,3000,330279,1,3000,KR,4.62 Days,Phunix GmbH,5304 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2429,Open,On Track,On Time,R100,330731,1,4000,KR,4.63 Days,Phunix GmbH,3934 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df242a,Open,On Track,On Time,2000,331860,1,7000,KR,4.63 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df242b,Open,On Track,On Time,3000,328989,1,9900,RE,4.62 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df242c,Open,On Track,On Time,R100,331750,1,2000,KR,4.62 Days,AluCast,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df242d,Open,On Track,On Time,1000,331728,1,9900,KR,4.63 Days,Tiefland Glass AG,7125 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df242e,Open,On Track,On Time,2000,331230,1,3000,KR,4.63 Days,American Business Services,6588 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2431,Open,On Track,On Time,2000,331087,1,6000,KR,4.63 Days,Tiefland Glass AG,4857 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2432,Open,On Track,On Time,2000,22498,1,9900,KR,4.63 Days,Wollner AG,6735 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2433,Open,On Track,On Time,3000,330782,1,8889,KR,4.63 Days,Tiefland Glass AG,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2434,Open,On Track,On Time,2000,114142,1,1000,KR,4.62 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2435,Open,On Track,On Time,1000,329853,1,9900,KR,4.62 Days,AluCast,4748 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2436,Open,On Track,On Time,2000,334127,1,7000,KR,4.63 Days,AluCast,5138 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2437,Open,On Track,On Time,1000,331679,1,9900,KR,4.62 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2438,Open,On Track,On Time,2000,331878,1,9900,KR,4.63 Days,American Business Services,7125 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2439,Open,On Track,On Time,3000,298576,1,7000,KR,4.62 Days,American Business Services,6837 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243a,Open,On Track,On Time,2000,299038,1,3000,KR,4.62 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243b,Open,On Track,On Time,3000,331250,1,1000,KR,4.62 Days,Phunix GmbH,7505 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243c,Open,On Track,On Time,2000,331391,1,5000,KR,4.63 Days,AluCast,3959 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243d,Open,On Track,On Time,1000,330803,1,7000,KR,4.62 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243e,Open,On Track,On Time,3000,331118,1,6000,KR,4.62 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df243f,Open,On Track,On Time,1000,330526,1,9900,KR,4.63 Days,Phunix GmbH,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2440,Open,On Track,On Time,2000,331302,1,1,KR,4.63 Days,Phunix GmbH,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2441,Open,On Track,On Time,2000,331657,1,9900,KR,4.62 Days,Phunix GmbH,3883 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2442,Open,On Track,On Time,3000,330488,1,6000,RE,4.62 Days,Tiefland Glass AG,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2443,Open,On Track,On Time,1000,331324,1,7000,KR,4.62 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2444,Open,On Track,On Time,2000,298593,1,9900,KR,4.63 Days,Acme Industrial Supplies,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2445,Open,On Track,On Time,3000,332110,1,9900,RE,4.62 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2446,Open,On Track,On Time,2000,330807,1,9900,KR,4.63 Days,Phunix GmbH,5981 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2447,Open,On Track,On Time,2000,331631,1,7000,KR,4.63 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2448,Open,On Track,On Time,2000,330285,1,1000,KR,4.62 Days,Tiefland Glass AG,4335 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2449,Open,On Track,On Time,1000,330490,1,9900,KR,4.63 Days,SKF Americas,7868 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244a,Open,On Track,On Time,2000,330956,1,7000,RE,4.63 Days,AluCast,8953 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244b,Open,On Track,On Time,3000,298902,1,9900,KR,4.63 Days,SKF Americas,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244c,Open,On Track,On Time,2000,331788,1,8000,KR,4.63 Days,AluCast,10226 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244d,Open,On Track,On Time,2000,331770,1,3000,KR,4.62 Days,Phunix GmbH,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244e,Open,On Track,On Time,2000,330668,1,9900,KR,4.63 Days,AluCast,6839 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df244f,Open,On Track,On Time,2000,330722,1,1500,KR,4.63 Days,AluCast,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2450,Open,On Track,On Time,2000,330476,1,9900,KR,4.63 Days,SKF Americas,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2451,Open,On Track,On Time,1000,331585,1,9900,KR,4.63 Days,Tiefland Glass AG,4403 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2452,Open,On Track,On Time,1000,2825,2,9900,KR,4.62 Days,Phunix GmbH,4185 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2453,Open,On Track,On Time,2000,329063,1,9900,KR,4.63 Days,AluCast,3852 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2454,Open,On Track,On Time,R100,24603,1,9900,RE,4.63 Days,Phunix GmbH,5109 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2455,Open,On Track,On Time,3000,331856,1,1,RE,4.62 Days,Phunix GmbH,6890 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2456,Open,On Track,On Time,3000,331713,1,9900,RE,4.62 Days,Phunix GmbH,3879 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2457,Open,On Track,On Time,R100,298959,1,8000,KR,4.63 Days,Phunix GmbH,5527 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2458,Open,On Track,On Time,1000,333824,1,5000,KR,4.62 Days,Tiefland Glass AG,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2459,Open,On Track,On Time,1000,331447,1,3000,KR,4.63 Days,Phunix GmbH,4411 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245a,Open,On Track,On Time,1000,330466,1,8000,KR,4.63 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245b,Open,On Track,On Time,2000,331496,1,8889,KR,4.63 Days,Pedro Lopez,8319 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245c,Open,On Track,On Time,2000,334503,1,7000,KR,4.63 Days,Phunix GmbH,4397 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245d,Open,On Track,On Time,3000,331611,1,1500,KR,4.63 Days,"Multi-State Brokers, Inc.",4767 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245e,Open,On Track,On Time,1000,331100,1,4000,KR,4.62 Days,Finanzamt Frankfurt,7094 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df245f,Open,On Track,On Time,3000,329763,1,1000,KR,4.63 Days,Phunix GmbH,4306 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2460,Open,On Track,On Time,R100,330586,1,3000,KR,4.63 Days,Tiefland Glass AG,6533 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2461,Open,On Track,On Time,1000,330998,1,9900,RE,4.63 Days,Phunix GmbH,6078 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2462,Open,On Track,On Time,1000,330015,1,9900,KR,4.62 Days,American Business Services,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2463,Open,On Track,On Time,2000,331451,1,6000,KR,4.63 Days,American Business Services,4658 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2464,Open,On Track,On Time,1000,331176,1,8889,KR,4.63 Days,AluCast,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2465,Open,On Track,On Time,3000,331659,1,1000,RE,4.63 Days,Tiefland Glass AG,4858 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2466,Open,On Track,On Time,2000,331102,1,8000,KR,4.63 Days,American Business Services,9209 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2467,Open,On Track,On Time,2000,331462,1,9900,KR,4.63 Days,Acme Industrial Supplies,6521 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2468,Open,On Track,On Time,3000,330548,1,2000,KR,4.63 Days,Phunix GmbH,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2469,Open,On Track,On Time,3000,330942,1,9900,KR,4.62 Days,Phunix GmbH,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246a,Open,On Track,On Time,1000,330595,1,8889,KR,4.62 Days,American Business Services,4695 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246b,Open,On Track,On Time,2000,5753,2,7000,KR,4.62 Days,AluCast,4427 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246c,Open,On Track,On Time,1000,298606,1,6000,KR,4.63 Days,Phunix GmbH,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246d,Open,On Track,On Time,R100,24605,1,3000,KR,4.63 Days,Phunix GmbH,3828 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246e,Open,On Track,On Time,1000,331571,1,7000,RE,4.62 Days,Acme Industrial Supplies,4716 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df246f,Open,On Track,On Time,3000,298571,1,8889,KR,4.63 Days,Phunix GmbH,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2470,Open,On Track,On Time,1000,330958,1,9900,RE,4.62 Days,Bike Retail & Co.,7894 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2471,Open,On Track,On Time,3000,331746,1,9900,KR,4.62 Days,American Business Services,7927 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2473,Open,On Track,On Time,1000,333820,1,7000,KR,4.63 Days,AluCast,7984 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2474,Open,On Track,On Time,2000,329189,1,9900,KR,4.62 Days,Phunix GmbH,5245 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2475,Open,On Track,On Time,2000,331387,1,7000,RE,4.63 Days,AluCast,4809 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2476,Open,On Track,On Time,3000,2757,2,7000,KR,4.62 Days,American Business Services,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2477,Open,On Track,On Time,3000,331136,1,2000,KR,4.63 Days,Acme Industrial Supplies,7845 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2478,Open,On Track,On Time,1000,331822,1,7000,KR,4.63 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2479,Open,On Track,On Time,1000,330941,1,9900,KR,4.62 Days,American Business Services,4457 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247a,Open,On Track,On Time,1000,331122,1,9900,RE,4.63 Days,Phunix GmbH,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247b,Open,On Track,On Time,2000,330978,1,7000,RE,4.63 Days,Acme Industrial Supplies,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247c,Open,On Track,On Time,2000,22494,1,8000,KR,4.63 Days,Tiefland Glass AG,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247d,Open,On Track,On Time,2000,331890,1,8889,KR,4.62 Days,American Business Services,8640 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247e,Open,On Track,On Time,R100,24604,1,7000,KR,4.63 Days,Wilms and Brothers Ltd.,8159 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df247f,Open,On Track,On Time,2000,330594,1,8889,KR,4.63 Days,Phunix GmbH,7128 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2480,Open,On Track,On Time,1000,330249,1,7000,KR,4.62 Days,Zebra Supplies,6019 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2481,Open,On Track,On Time,R100,329890,1,7000,RE,4.63 Days,PAQ Deutschland GmbH,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2482,Open,On Track,On Time,R100,331084,1,9900,KR,4.63 Days,Infix Corporation,7355 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2483,Open,On Track,On Time,3000,330738,1,5000,KR,4.63 Days,Phunix GmbH,7222 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2484,Open,On Track,On Time,R100,331810,1,9900,KR,4.62 Days,Hamberger u. CO.,7253 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2485,Open,On Track,On Time,2000,331744,1,9900,RE,4.63 Days,Acme Industrial Supplies,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2486,Open,On Track,On Time,3000,331701,1,7000,KR,4.63 Days,American Business Services,4692 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2487,Open,On Track,On Time,2000,331736,1,7000,KR,4.62 Days,Sapsota Company Limited,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2488,Open,On Track,On Time,3000,22488,1,7000,KR,4.63 Days,Acme Industrial Supplies,7444 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2489,Open,On Track,On Time,1000,331352,1,9900,RE,4.63 Days,AluCast,8687 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df248c,Open,On Track,On Time,2000,331504,1,7000,KR,4.63 Days,Phunix GmbH,8348 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df248d,Open,On Track,On Time,2000,330377,1,9900,KR,4.63 Days,Phunix GmbH,5302 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df248e,Open,On Track,On Time,1000,330137,1,5000,KR,4.62 Days,Tiefland Glass AG,4815 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df248f,Open,On Track,On Time,1000,331646,1,2000,KR,4.63 Days,Tiefland Glass AG,6856 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2490,Open,On Track,On Time,2000,331844,1,7000,KR,4.62 Days,AluCast,6185 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2491,Open,On Track,On Time,3000,329439,1,4000,KR,4.62 Days,American Business Services,5008 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2492,Open,On Track,On Time,2000,329727,1,6000,KR,4.62 Days,Acme Industrial Supplies,4854 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2493,Open,On Track,On Time,1000,330818,1,6000,KR,4.62 Days,"Multi-State Brokers, Inc.",6639 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2494,Open,On Track,On Time,2000,298559,1,8889,KR,4.63 Days,American Business Services,5049 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2495,Open,On Track,On Time,1000,298865,1,3000,KR,4.63 Days,Phunix GmbH,4381 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2496,Open,On Track,On Time,1000,24602,1,9900,RE,4.62 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2497,Open,On Track,On Time,2000,330343,1,7000,KR,4.63 Days,Phunix GmbH,5195 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2498,Open,On Track,On Time,R100,330726,1,3000,KR,4.62 Days,Phunix GmbH,7351 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df2499,Open,On Track,On Time,1000,331594,1,9900,RE,4.63 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df249a,Open,On Track,On Time,2000,329944,1,9900,KR,4.63 Days,American Business Services,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df249b,Open,On Track,On Time,3000,331450,1,5000,KR,4.63 Days,American Business Services,6104 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df249c,Open,On Track,On Time,R100,24586,1,5000,KR,4.62 Days,American Business Services,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df249d,Open,On Track,On Time,1000,22514,2,9900,KR,4.63 Days,Phunix GmbH,6586 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df249e,Open,On Track,On Time,3000,24601,1,2000,KR,4.63 Days,American Business Services,4785 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a0,Open,On Track,On Time,2000,331538,1,9900,KR,4.63 Days,Tiefland Glass AG,7112 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a1,Open,On Track,On Time,3000,331389,1,6000,RE,4.63 Days,"Multi-State Brokers, Inc.",4392 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a2,Open,On Track,On Time,1000,22524,2,7000,KR,4.63 Days,Phunix GmbH,7171 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a3,Open,On Track,On Time,1000,329197,1,9900,RE,4.63 Days,Tiefland Glass AG,4059 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a4,Open,On Track,On Time,1000,330333,1,9900,KR,4.62 Days,American Business Services,5906 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a5,Open,On Track,On Time,2000,24598,1,7000,KR,4.63 Days,AluCast,6589 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a6,Open,On Track,On Time,2000,331424,1,1000,KR,4.62 Days,Phunix GmbH,7293 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a7,Open,On Track,On Time,3000,331786,1,1000,KR,4.63 Days,Inés,9756 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a8,Open,On Track,On Time,2000,331914,1,9900,KR,4.62 Days,Acme Industrial Supplies,8554 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24a9,Open,On Track,On Time,3000,331613,1,9900,KR,4.63 Days,Phunix GmbH,4750 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24aa,Open,On Track,On Time,2000,330596,1,9900,KR,4.63 Days,Tiefland Glass AG,6215 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24ab,Open,On Track,On Time,2000,330578,1,7000,RE,4.63 Days,American Business Services,6645 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24ac,Open,On Track,On Time,1000,298578,1,1000,KR,4.62 Days,Phunix GmbH,9480 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24ad,Open,On Track,On Time,1000,330087,1,1000,KR,4.63 Days,American Business Services,21 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24ae,Open,On Track,On Time,R100,331522,1,9900,KR,4.63 Days,Phunix GmbH,7681 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24af,Open,On Track,On Time,2000,331523,1,9900,KR,4.63 Days,American Business Services,4851 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24b0,Open,On Track,On Time,3000,331334,1,9900,KR,4.62 Days,Tiefland Glass AG,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24b1,Open,On Track,On Time,1000,331090,1,3000,KR,4.63 Days,Tiefland Glass AG,9067 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24b2,Open,On Track,On Time,3000,330987,1,1000,KR,4.62 Days,Phunix GmbH,3814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
643f3f210aa4815cf9df24b3,Open,On Track,On Time,R100,331697,1,8889,KR,4.63 Days,Acme Industrial Supplies,4903 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,0,0,0,0
